"date","county","state","vehicle_primary_use","battery_electric_vehicles_bevs_","plug_in_hybrid_electric_vehicles_phevs_","electric_vehicle_ev_total","non_electric_vehicles","total_vehicles","percent_electric_vehicles"
"2018-10-31T00:00:00.000","Prince George","VA","Passenger","0","1","1","78","79","1.265822784810126582278481013"
"2019-10-31T00:00:00.000","El Paso","TX","Passenger","2","0","2","469","471","0.4246284501061571125265392781"
"2019-10-31T00:00:00.000","Fairbanks North Star","AK","Passenger","0","1","1","101","102","0.9803921568627450980392156863"
"2019-04-30T00:00:00.000","Mason","WA","Passenger","140","124","264","47900","48164","0.5481272319574786147329955984"
"2019-08-31T00:00:00.000","Osceola","FL","Passenger","1","0","1","37","38","2.631578947368421052631578947"
"2019-10-31T00:00:00.000","Montgomery","AL","Passenger","0","2","2","37","39","5.128205128205128205128205128"
"2019-10-31T00:00:00.000","Ferry","WA","Passenger","5","2","7","4593","4600","0.1521739130434782608695652174"
"2019-10-31T00:00:00.000","Moore","NC","Passenger","0","1","1","179","180","0.5555555555555555555555555556"
"2019-08-31T00:00:00.000","Pend Oreille","WA","Passenger","6","6","12","9834","9846","0.1218769043266301035953686776"
"2019-10-31T00:00:00.000","Franklin","WA","Passenger","61","82","143","61865","62008","0.2306154044639401367565475423"
"2019-04-30T00:00:00.000","Montgomery","AL","Passenger","0","2","2","44","46","4.347826086956521739130434783"
"2019-04-30T00:00:00.000","Moore","NC","Passenger","0","1","1","188","189","0.5291005291005291005291005291"
"2019-09-30T00:00:00.000","Santa Fe","NM","Passenger","0","1","1","35","36","2.777777777777777777777777778"
"2019-10-31T00:00:00.000","Fresno","CA","Passenger","1","0","1","182","183","0.5464480874316939890710382514"
"2019-10-31T00:00:00.000","Pima","AZ","Passenger","1","1","2","332","334","0.5988023952095808383233532934"
"2019-08-31T00:00:00.000","Saint Louis","MO","Passenger","1","0","1","75","76","1.315789473684210526315789474"
"2019-10-31T00:00:00.000","Grant","WA","Truck","0","0","0","27811","27811","0"
"2019-04-30T00:00:00.000","Pacific","WA","Truck","0","0","0","7866","7866","0"
"2019-09-30T00:00:00.000","Sumter","FL","Passenger","0","1","1","8","9","11.11111111111111111111111111"
"2019-03-31T00:00:00.000","Mason","WA","Passenger","137","122","259","47756","48015","0.5394147662188899302301364157"
"2019-10-31T00:00:00.000","Polk","FL","Passenger","1","0","1","68","69","1.449275362318840579710144928"
"2019-08-31T00:00:00.000","Santa Barbara","CA","Passenger","1","0","1","97","98","1.020408163265306122448979592"
"2019-10-31T00:00:00.000","Grays Harbor","WA","Truck","0","0","0","21218","21218","0"
"2019-09-30T00:00:00.000","Travis","TX","Passenger","1","1","2","174","176","1.136363636363636363636363636"
"2019-08-31T00:00:00.000","Santa Fe","NM","Passenger","0","1","1","33","34","2.941176470588235294117647059"
"2019-04-30T00:00:00.000","Pima","AZ","Passenger","0","1","1","368","369","0.2710027100271002710027100271"
"2019-04-30T00:00:00.000","Polk","FL","Passenger","1","0","1","66","67","1.492537313432835820895522388"
"2019-08-31T00:00:00.000","Spartanburg","SC","Passenger","0","1","1","30","31","3.225806451612903225806451613"
"2019-03-31T00:00:00.000","Montgomery","AL","Passenger","0","1","1","43","44","2.272727272727272727272727273"
"2019-10-31T00:00:00.000","San Bernardino","CA","Passenger","0","1","1","461","462","0.2164502164502164502164502165"
"2019-10-31T00:00:00.000","Santa Cruz","CA","Passenger","1","0","1","33","34","2.941176470588235294117647059"
"2019-09-30T00:00:00.000","Yakima","WA","Truck","0","0","0","61683","61683","0"
"2018-10-31T00:00:00.000","Sumter","FL","Passenger","0","1","1","9","10","10.0"
"2019-04-30T00:00:00.000","Saint Lucie","FL","Passenger","1","0","1","25","26","3.846153846153846153846153846"
"2019-10-31T00:00:00.000","Kern","CA","Passenger","2","1","3","226","229","1.310043668122270742358078603"
"2019-03-31T00:00:00.000","Norfolk City","VA","Passenger","3","2","5","364","369","1.355013550135501355013550136"
"2019-10-31T00:00:00.000","King","WA","Truck","7","1","8","187003","187011","0.004277823229649592804701327729"
"2019-10-31T00:00:00.000","Stafford","VA","Passenger","1","0","1","88","89","1.123595505617977528089887640"
"2018-10-31T00:00:00.000","Lane","OR","Passenger","0","1","1","173","174","0.5747126436781609195402298851"
"2019-03-31T00:00:00.000","Okanogan","WA","Truck","0","0","0","4236","4236","0"
"2019-08-31T00:00:00.000","Yakima","WA","Truck","0","0","0","61672","61672","0"
"2019-10-31T00:00:00.000","Larimer","CO","Passenger","0","1","1","48","49","2.040816326530612244897959184"
"2019-04-30T00:00:00.000","Santa Cruz","CA","Passenger","1","0","1","36","37","2.702702702702702702702702703"
"2019-09-30T00:00:00.000","NULL","NULL","Passenger","8","6","14","2000","2014","0.6951340615690168818272095333"
"2019-09-30T00:00:00.000","NULL","WA","Passenger","0","0","0","2","2","0"
"2019-10-31T00:00:00.000","Lewis","WA","Truck","0","0","0","26813","26813","0"
"2019-10-31T00:00:00.000","Thurston","WA","Passenger","1094","735","1829","202041","203870","0.8971403345269043998626575759"
"2019-09-30T00:00:00.000","Anne Arundel","MD","Passenger","1","3","4","434","438","0.9132420091324200913242009132"
"2018-10-31T00:00:00.000","Liberty","GA","Passenger","1","0","1","153","154","0.6493506493506493506493506494"
"2019-10-31T00:00:00.000","Tuolumne","CA","Passenger","0","1","1","10","11","9.090909090909090909090909091"
"2019-09-30T00:00:00.000","Asotin","WA","Passenger","13","9","22","12949","12971","0.1696091280548916814432194896"
"2019-10-31T00:00:00.000","Valencia","NM","Passenger","1","0","1","4","5","20.0"
"2019-10-31T00:00:00.000","Vigo","IN","Passenger","1","0","1","4","5","20.0"
"2019-03-31T00:00:00.000","Pinal","AZ","Passenger","2","0","2","165","167","1.197604790419161676646706587"
"2019-10-31T00:00:00.000","Clark","WA","Truck","0","0","0","83251","83251","0"
"2019-10-31T00:00:00.000","Walla Walla","WA","Truck","0","0","0","14078","14078","0"
"2018-10-31T00:00:00.000","Madison","ID","Passenger","1","0","1","36","37","2.702702702702702702702702703"
"2018-10-31T00:00:00.000","Yakima","WA","Truck","0","0","0","61171","61171","0"
"2019-10-31T00:00:00.000","Cowlitz","WA","Passenger","121","121","242","74855","75097","0.3222498901420829061081001904"
"2019-10-31T00:00:00.000","Westchester","NY","Passenger","0","1","1","28","29","3.448275862068965517241379310"
"2019-04-30T00:00:00.000","Tuolumne","CA","Passenger","0","1","1","11","12","8.333333333333333333333333333"
"2018-10-31T00:00:00.000","Maricopa","AZ","Passenger","3","1","4","1386","1390","0.2877697841726618705035971223"
"2018-11-30T00:00:00.000","NULL","NULL","Passenger","8","5","13","2188","2201","0.5906406179009541117673784643"
"2019-04-30T00:00:00.000","Valencia","NM","Passenger","1","0","1","6","7","14.28571428571428571428571429"
"2019-10-31T00:00:00.000","Cumberland","NC","Passenger","0","2","2","507","509","0.3929273084479371316306483301"
"2019-04-30T00:00:00.000","Vigo","IN","Passenger","1","0","1","4","5","20.0"
"2019-04-30T00:00:00.000","Walla Walla","WA","Truck","0","0","0","14051","14051","0"
"2018-10-31T00:00:00.000","Marion","IN","Passenger","1","0","1","119","120","0.8333333333333333333333333333"
"2019-11-30T00:00:00.000","NULL","CA","Passenger","1","2","3","243","246","1.219512195121951219512195122"
"2019-11-30T00:00:00.000","NULL","WA","Truck","0","0","0","1","1","0"
"2019-10-31T00:00:00.000","Montgomery","PA","Passenger","1","0","1","24","25","4.00"
"2018-11-30T00:00:00.000","Alexandria City","VA","Passenger","2","0","2","160","162","1.234567901234567901234567901"
"2019-11-30T00:00:00.000","Adams","WA","Truck","0","0","0","5404","5404","0"
"2019-09-30T00:00:00.000","Cascade","MT","Passenger","0","1","1","60","61","1.639344262295081967213114754"
"2018-10-31T00:00:00.000","Mason","WA","Passenger","123","109","232","47371","47603","0.4873642417494695712455097368"
"2019-09-30T00:00:00.000","Chaves","NM","Passenger","1","0","1","9","10","10.0"
"2019-10-31T00:00:00.000","New Castle","DE","Passenger","1","0","1","24","25","4.00"
"2019-11-30T00:00:00.000","Allegheny","PA","Passenger","1","0","1","67","68","1.470588235294117647058823529"
"2019-10-31T00:00:00.000","Fairfax","VA","Passenger","3","3","6","735","741","0.8097165991902834008097165992"
"2019-10-31T00:00:00.000","Oklahoma","OK","Passenger","0","2","2","119","121","1.652892561983471074380165289"
"2019-11-30T00:00:00.000","Arapahoe","CO","Passenger","1","0","1","131","132","0.7575757575757575757575757576"
"2019-11-30T00:00:00.000","Arlington","VA","Passenger","0","2","2","143","145","1.379310344827586206896551724"
"2019-03-31T00:00:00.000","San Diego","CA","Passenger","7","4","11","2700","2711","0.4057543341940243452600516415"
"2018-11-30T00:00:00.000","Beaufort","SC","Passenger","1","0","1","31","32","3.12500"
"2018-10-31T00:00:00.000","Miami-Dade","FL","Passenger","0","1","1","110","111","0.9009009009009009009009009009"
"2019-10-31T00:00:00.000","Grant","WA","Passenger","58","69","127","67039","67166","0.1890837626179912455706756395"
"2019-09-30T00:00:00.000","Contra Costa","CA","Passenger","1","0","1","198","199","0.5025125628140703517587939698"
"2019-11-30T00:00:00.000","Bell","TX","Passenger","0","1","1","424","425","0.2352941176470588235294117647"
"2019-10-31T00:00:00.000","Grays Harbor","WA","Passenger","108","100","208","49107","49315","0.4217783635810605292507350705"
"2019-11-30T00:00:00.000","Benton","WA","Truck","0","0","0","43544","43544","0"
"2019-10-31T00:00:00.000","Harrison","MS","Passenger","1","0","1","62","63","1.587301587301587301587301587"
"2018-10-31T00:00:00.000","Monterey","CA","Passenger","0","2","2","204","206","0.9708737864077669902912621359"
"2019-10-31T00:00:00.000","San Juan","WA","Passenger","242","80","322","14714","15036","2.141527001862197392923649907"
"2019-09-30T00:00:00.000","El Paso","CO","Passenger","1","1","2","709","711","0.2812939521800281293952180028"
"2019-11-30T00:00:00.000","Boone","MO","Passenger","0","1","1","8","9","11.11111111111111111111111111"
"2019-03-31T00:00:00.000","Spartanburg","SC","Passenger","0","1","1","27","28","3.571428571428571428571428571"
"2019-10-31T00:00:00.000","Sangamon","IL","Passenger","1","0","1","5","6","16.66666666666666666666666667"
"2018-10-31T00:00:00.000","Moore","NC","Passenger","0","1","1","199","200","0.500"
"2019-05-31T00:00:00.000","Cascade","MT","Passenger","0","1","1","60","61","1.639344262295081967213114754"
"2019-09-30T00:00:00.000","Fresno","CA","Passenger","1","0","1","184","185","0.5405405405405405405405405405"
"2019-10-31T00:00:00.000","Spokane","WA","Truck","1","0","1","99124","99125","0.001008827238335435056746532156"
"2019-11-30T00:00:00.000","Charles","MD","Passenger","0","1","1","78","79","1.265822784810126582278481013"
"2019-05-31T00:00:00.000","Chaves","NM","Passenger","1","0","1","7","8","12.500"
"2018-10-31T00:00:00.000","New Castle","DE","Passenger","1","0","1","27","28","3.571428571428571428571428571"
"2018-10-31T00:00:00.000","Norfolk City","VA","Passenger","3","2","5","353","358","1.396648044692737430167597765"
"2019-11-30T00:00:00.000","Clallam","WA","Truck","1","0","1","22334","22335","0.004477277815088426236847996418"
"2019-10-31T00:00:00.000","King","WA","Passenger","21866","7721","29587","1415554","1445141","2.047343477210874233033316472"
"2019-05-31T00:00:00.000","Clark","WA","Passenger","1585","952","2537","319111","321648","0.7887504352584191414216783565"
"2019-10-31T00:00:00.000","Thurston","WA","Truck","0","0","0","56863","56863","0"
"2019-10-31T00:00:00.000","Klickitat","WA","Truck","0","0","0","8547","8547","0"
"2019-05-31T00:00:00.000","Cochise","AZ","Passenger","0","1","1","119","120","0.8333333333333333333333333333"
"2019-09-30T00:00:00.000","Greene","MO","Passenger","0","1","1","19","20","5.00"
"2019-11-30T00:00:00.000","Davidson","TN","Passenger","1","0","1","65","66","1.515151515151515151515151515"
"2018-11-30T00:00:00.000","Clark","WA","Truck","0","0","0","82074","82074","0"
"2019-09-30T00:00:00.000","Guilford","NC","Passenger","1","0","1","28","29","3.448275862068965517241379310"
"2019-11-30T00:00:00.000","Dekalb","GA","Passenger","1","0","1","74","75","1.333333333333333333333333333"
"2019-09-30T00:00:00.000","Harris","TX","Passenger","1","1","2","222","224","0.8928571428571428571428571429"
"2019-10-31T00:00:00.000","Lewis","WA","Passenger","117","109","226","60626","60852","0.3713928876618681390915664235"
"2019-09-30T00:00:00.000","Honolulu","HI","Passenger","3","0","3","456","459","0.6535947712418300653594771242"
"2018-10-31T00:00:00.000","Pinal","AZ","Passenger","2","0","2","175","177","1.129943502824858757062146893"
"2018-11-30T00:00:00.000","Cowlitz","WA","Passenger","82","103","185","73713","73898","0.2503450702319413245284040163"
"2019-05-31T00:00:00.000","El Paso","CO","Passenger","1","1","2","717","719","0.2781641168289290681502086231"
"2019-04-30T00:00:00.000","Ada","ID","Passenger","0","2","2","282","284","0.7042253521126760563380281690"
"2019-04-30T00:00:00.000","Alameda","CA","Passenger","3","2","5","303","308","1.623376623376623376623376623"
"2019-10-31T00:00:00.000","Maricopa","AZ","Passenger","5","4","9","1254","1263","0.7125890736342042755344418052"
"2019-11-30T00:00:00.000","Frederick","MD","Passenger","2","1","3","86","89","3.370786516853932584269662921"
"2019-04-30T00:00:00.000","Anne Arundel","MD","Passenger","0","3","3","448","451","0.6651884700665188470066518847"
"2019-04-30T00:00:00.000","Asotin","WA","Passenger","13","9","22","12961","12983","0.1694523607794808595856119541"
"2019-05-31T00:00:00.000","Fresno","CA","Passenger","1","0","1","182","183","0.5464480874316939890710382514"
"2019-09-30T00:00:00.000","Lewis","WA","Truck","0","0","0","26752","26752","0"
"2019-11-30T00:00:00.000","Hidalgo","TX","Passenger","0","1","1","82","83","1.204819277108433734939759036"
"2019-11-30T00:00:00.000","Boulder","CO","Passenger","1","1","2","39","41","4.878048780487804878048780488"
"2018-11-30T00:00:00.000","Fairfax","VA","Passenger","1","3","4","790","794","0.5037783375314861460957178841"
"2019-11-30T00:00:00.000","Jefferson","NY","Passenger","0","1","1","227","228","0.4385964912280701754385964912"
"2019-05-31T00:00:00.000","Jefferson","WA","Passenger","203","129","332","25418","25750","1.289320388349514563106796117"
"2018-10-31T00:00:00.000","San Diego","CA","Passenger","6","4","10","2622","2632","0.3799392097264437689969604863"
"2019-11-30T00:00:00.000","Kent","DE","Passenger","0","1","1","71","72","1.388888888888888888888888889"
"2019-11-30T00:00:00.000","Columbia","WA","Passenger","3","2","5","2500","2505","0.1996007984031936127744510978"
"2019-11-30T00:00:00.000","Kittitas","WA","Truck","0","0","0","15022","15022","0"
"2019-11-30T00:00:00.000","Columbia","WA","Truck","0","0","0","1600","1600","0"
"2019-05-31T00:00:00.000","Klickitat","WA","Passenger","39","34","73","15893","15966","0.4572215958912689465113365903"
"2019-11-30T00:00:00.000","Kootenai","ID","Passenger","1","1","2","195","197","1.015228426395939086294416244"
"2018-11-30T00:00:00.000","Grant","WA","Passenger","35","57","92","65830","65922","0.1395588726070204180698401141"
"2019-09-30T00:00:00.000","Nueces","TX","Passenger","1","1","2","93","95","2.105263157894736842105263158"
"2019-04-30T00:00:00.000","Chelan","WA","Truck","0","0","0","22820","22820","0"
"2019-09-30T00:00:00.000","Okanogan","WA","Truck","0","0","0","4157","4157","0"
"2019-10-31T00:00:00.000","Powhatan","VA","Passenger","1","0","1","0","1","100"
"2018-11-30T00:00:00.000","Guilford","NC","Passenger","1","0","1","25","26","3.846153846153846153846153846"
"2019-11-30T00:00:00.000","Liberty","GA","Passenger","1","0","1","129","130","0.7692307692307692307692307692"
"2019-11-30T00:00:00.000","Deschutes","OR","Passenger","2","0","2","119","121","1.652892561983471074380165289"
"2018-10-31T00:00:00.000","Shelby","TN","Passenger","0","1","1","110","111","0.9009009009009009009009009009"
"2019-11-30T00:00:00.000","Douglas","OR","Passenger","1","0","1","45","46","2.173913043478260869565217391"
"2019-05-31T00:00:00.000","Mecklenburg","NC","Passenger","1","0","1","83","84","1.190476190476190476190476190"
"2019-11-30T00:00:00.000","Dupage","IL","Passenger","2","0","2","52","54","3.703703703703703703703703704"
"2018-11-30T00:00:00.000","Honolulu","HI","Passenger","2","1","3","495","498","0.6024096385542168674698795181"
"2019-10-31T00:00:00.000","San Francisco","CA","Passenger","2","1","3","95","98","3.061224489795918367346938776"
"2019-09-30T00:00:00.000","Saginaw","MI","Passenger","1","0","1","11","12","8.333333333333333333333333333"
"2019-04-30T00:00:00.000","Cowlitz","WA","Truck","0","0","0","29678","29678","0"
"2019-09-30T00:00:00.000","Saint Marys","MD","Passenger","1","0","1","200","201","0.4975124378109452736318407960"
"2018-11-30T00:00:00.000","Island","WA","Passenger","281","233","514","64291","64805","0.7931486767996296582053853869"
"2019-09-30T00:00:00.000","San Juan","WA","Passenger","234","77","311","14728","15039","2.067956646053593988962032050"
"2019-10-31T00:00:00.000","Santa Fe","NM","Passenger","0","1","1","35","36","2.777777777777777777777777778"
"2019-09-30T00:00:00.000","San Mateo","CA","Passenger","2","1","3","119","122","2.459016393442622950819672131"
"2019-10-31T00:00:00.000","Sarasota","FL","Passenger","1","0","1","24","25","4.00"
"2019-11-30T00:00:00.000","Guadalupe","TX","Passenger","2","0","2","56","58","3.448275862068965517241379310"
"2018-10-31T00:00:00.000","Valencia","NM","Passenger","1","0","1","7","8","12.500"
"2019-04-30T00:00:00.000","Denver","CO","Passenger","1","0","1","120","121","0.8264462809917355371900826446"
"2019-09-30T00:00:00.000","Santa Clara","CA","Passenger","3","2","5","324","329","1.519756838905775075987841945"
"2019-10-31T00:00:00.000","Skamania","WA","Truck","0","0","0","4268","4268","0"
"2019-11-30T00:00:00.000","Hennepin","MN","Passenger","2","0","2","95","97","2.061855670103092783505154639"
"2018-11-30T00:00:00.000","King","WA","Passenger","16244","6677","22921","1397581","1420502","1.613584493369245520245659633"
"2019-10-31T00:00:00.000","Spokane","WA","Passenger","656","497","1153","321396","322549","0.3574650673231043965413007016"
"2019-04-30T00:00:00.000","El Paso","TX","Passenger","2","0","2","498","500","0.400"
"2019-05-31T00:00:00.000","Russell","AL","Passenger","1","0","1","38","39","2.564102564102564102564102564"
"2019-11-30T00:00:00.000","Otero","NM","Passenger","0","1","1","38","39","2.564102564102564102564102564"
"2019-11-30T00:00:00.000","Ozaukee","WI","Passenger","0","1","1","3","4","25.00"
"2019-11-30T00:00:00.000","Pacific","WA","Truck","0","0","0","7927","7927","0"
"2019-11-30T00:00:00.000","Jefferson","WA","Truck","0","0","0","9862","9862","0"
"2019-05-31T00:00:00.000","Saginaw","MI","Passenger","1","0","1","11","12","8.333333333333333333333333333"
"2019-11-30T00:00:00.000","Palm Beach","FL","Passenger","0","1","1","68","69","1.449275362318840579710144928"
"2019-09-30T00:00:00.000","Thurston","WA","Truck","0","0","0","56763","56763","0"
"2018-11-30T00:00:00.000","Ada","ID","Passenger","0","2","2","297","299","0.6688963210702341137123745819"
"2019-11-30T00:00:00.000","Jones","GA","Passenger","1","0","1","1","2","50.0"
"2018-11-30T00:00:00.000","Lincoln","WA","Truck","0","0","0","4774","4774","0"
"2019-05-31T00:00:00.000","San Juan","WA","Passenger","210","74","284","14675","14959","1.898522628517949060766093990"
"2019-11-30T00:00:00.000","Juneau","AK","Passenger","0","1","1","21","22","4.545454545454545454545454545"
"2019-09-30T00:00:00.000","Tulsa","OK","Passenger","0","1","1","42","43","2.325581395348837209302325581"
"2019-04-30T00:00:00.000","Franklin","WA","Passenger","61","70","131","60769","60900","0.2151067323481116584564860427"
"2019-11-30T00:00:00.000","Pinal","AZ","Passenger","1","0","1","158","159","0.6289308176100628930817610063"
"2018-11-30T00:00:00.000","Alameda","CA","Passenger","0","2","2","319","321","0.6230529595015576323987538941"
"2019-05-31T00:00:00.000","San Mateo","CA","Passenger","2","1","3","122","125","2.400"
"2019-10-31T00:00:00.000","Ventura","CA","Passenger","0","2","2","309","311","0.6430868167202572347266881029"
"2019-04-30T00:00:00.000","Fresno","CA","Passenger","1","0","1","182","183","0.5464480874316939890710382514"
"2019-10-31T00:00:00.000","Wahkiakum","WA","Truck","0","0","0","1794","1794","0"
"2019-04-30T00:00:00.000","Gallatin","MT","Passenger","0","1","1","53","54","1.851851851851851851851851852"
"2019-05-31T00:00:00.000","Snohomish","WA","Truck","1","0","1","125905","125906","0.0007942433243848585452639270567"
"2018-11-30T00:00:00.000","Arlington","VA","Passenger","1","1","2","159","161","1.242236024844720496894409938"
"2019-05-31T00:00:00.000","Stevens","WA","Truck","0","0","0","19426","19426","0"
"2019-10-31T00:00:00.000","Whatcom","WA","Truck","2","0","2","44138","44140","0.004531037607612143180788400544"
"2019-04-30T00:00:00.000","Grant","WA","Truck","0","0","0","27437","27437","0"
"2019-09-30T00:00:00.000","Yakima","WA","Passenger","123","123","246","170058","170304","0.1444475760992108229988726043"
"2019-04-30T00:00:00.000","Grays Harbor","WA","Truck","0","0","0","20947","20947","0"
"2019-05-31T00:00:00.000","Thurston","WA","Truck","0","0","0","56441","56441","0"
"2019-10-31T00:00:00.000","NULL","CA","Passenger","1","2","3","247","250","1.200"
"2019-10-31T00:00:00.000","NULL","WA","Truck","0","0","0","1","1","0"
"2019-11-30T00:00:00.000","Los Angeles","CA","Passenger","7","8","15","1025","1040","1.442307692307692307692307692"
"2019-10-31T00:00:00.000","Allegheny","PA","Passenger","1","0","1","68","69","1.449275362318840579710144928"
"2019-11-30T00:00:00.000","NULL","NULL","Passenger","8","6","14","2004","2018","0.6937561942517343904856293360"
"2019-10-31T00:00:00.000","Arapahoe","CO","Passenger","1","0","1","132","133","0.7518796992481203007518796992"
"2019-11-30T00:00:00.000","Manassas City","VA","Passenger","0","1","1","6","7","14.28571428571428571428571429"
"2019-11-30T00:00:00.000","Skamania","WA","Passenger","29","19","48","9012","9060","0.5298013245033112582781456954"
"2019-11-30T00:00:00.000","Adams","WA","Passenger","6","8","14","13264","13278","0.1054375658984786865491790932"
"2018-11-30T00:00:00.000","Norfolk City","VA","Passenger","3","2","5","357","362","1.381215469613259668508287293"
"2019-10-31T00:00:00.000","Bell","TX","Passenger","0","1","1","431","432","0.2314814814814814814814814815"
"2019-10-31T00:00:00.000","Benton","WA","Truck","0","0","0","43502","43502","0"
"2019-11-30T00:00:00.000","Sumter","FL","Passenger","0","1","1","8","9","11.11111111111111111111111111"
"2019-05-31T00:00:00.000","Washoe","NV","Passenger","2","0","2","93","95","2.105263157894736842105263158"
"2018-11-30T00:00:00.000","Okanogan","WA","Truck","0","0","0","4279","4279","0"
"2019-11-30T00:00:00.000","Montgomery","MD","Passenger","0","4","4","270","274","1.459854014598540145985401460"
"2019-05-31T00:00:00.000","Whitman","WA","Truck","0","0","0","8811","8811","0"
"2019-11-30T00:00:00.000","Multnomah","OR","Passenger","4","6","10","684","694","1.440922190201729106628242075"
"2019-11-30T00:00:00.000","Travis","TX","Passenger","1","1","2","170","172","1.162790697674418604651162791"
"2019-05-31T00:00:00.000","Yakima","WA","Passenger","105","113","218","169567","169785","0.1283976794180875813528874753"
"2019-10-31T00:00:00.000","Bucks","PA","Passenger","1","0","1","23","24","4.166666666666666666666666667"
"2019-11-30T00:00:00.000","Okanogan","NULL","Passenger","26","22","48","20850","20898","0.2296870513924777490668963537"
"2018-11-30T00:00:00.000","Clark","NV","Passenger","2","1","3","681","684","0.4385964912280701754385964912"
"2019-10-31T00:00:00.000","Camden","GA","Passenger","1","1","2","160","162","1.234567901234567901234567901"
"2019-11-30T00:00:00.000","Valencia","NM","Passenger","1","0","1","3","4","25.00"
"2019-11-30T00:00:00.000","Vigo","IN","Passenger","1","0","1","4","5","20.0"
"2019-11-30T00:00:00.000","Oldham","KY","Passenger","0","1","1","4","5","20.0"
"2019-11-30T00:00:00.000","Wahkiakum","WA","Passenger","4","4","8","3106","3114","0.2569043031470777135517019910"
"2019-10-31T00:00:00.000","Carson City","NV","Passenger","1","0","1","10","11","9.090909090909090909090909091"
"2019-04-30T00:00:00.000","Kern","CA","Passenger","1","1","2","233","235","0.8510638297872340425531914894"
"2019-11-30T00:00:00.000","Camden","GA","Passenger","1","1","2","157","159","1.257861635220125786163522013"
"2019-11-30T00:00:00.000","Pacific","WA","Passenger","39","33","72","16365","16437","0.4380361379813834641357912028"
"2019-06-30T00:00:00.000","Boulder","CO","Passenger","1","0","1","34","35","2.857142857142857142857142857"
"2018-11-30T00:00:00.000","Columbia","GA","Passenger","1","1","2","162","164","1.219512195121951219512195122"
"2019-04-30T00:00:00.000","King","WA","Truck","6","1","7","186734","186741","0.003748507290846680696793955264"
"2019-10-31T00:00:00.000","Charles","MD","Passenger","0","1","1","77","78","1.282051282051282051282051282"
"2019-11-30T00:00:00.000","Whatcom","WA","Passenger","1020","495","1515","154019","155534","0.9740635488060488381961500379"
"2019-06-30T00:00:00.000","Brevard","FL","Passenger","0","1","1","72","73","1.369863013698630136986301370"
"2019-11-30T00:00:00.000","Pierce","WA","Passenger","2322","1749","4071","557787","561858","0.7245602981536260051472080134"
"2019-11-30T00:00:00.000","Pinellas","FL","Passenger","1","1","2","86","88","2.272727272727272727272727273"
"2019-11-30T00:00:00.000","Clark","NV","Passenger","2","1","3","627","630","0.4761904761904761904761904762"
"2019-04-30T00:00:00.000","Larimer","CO","Passenger","0","1","1","45","46","2.173913043478260869565217391"
"2019-06-30T00:00:00.000","Bryan","GA","Passenger","1","0","1","59","60","1.666666666666666666666666667"
"2018-11-30T00:00:00.000","Cowlitz","WA","Truck","0","0","0","29568","29568","0"
"2019-10-31T00:00:00.000","Clallam","WA","Truck","1","0","1","22338","22339","0.004476476117999910470477640002"
"2019-11-30T00:00:00.000","Columbia","GA","Passenger","1","1","2","149","151","1.324503311258278145695364238"
"2019-11-30T00:00:00.000","Putnam","TN","Passenger","0","1","1","2","3","33.33333333333333333333333333"
"2019-11-30T00:00:00.000","Contra Costa","CA","Passenger","2","0","2","189","191","1.047120418848167539267015707"
"2019-11-30T00:00:00.000","Ramsey","MN","Passenger","1","0","1","35","36","2.777777777777777777777777778"
"2018-11-30T00:00:00.000","Dale","AL","Passenger","0","1","1","65","66","1.515151515151515151515151515"
"2019-04-30T00:00:00.000","Lewis","WA","Passenger","102","97","199","60080","60279","0.3301315549362132749382040180"
"2019-11-30T00:00:00.000","Riverside","CA","Passenger","2","1","3","606","609","0.4926108374384236453201970443"
"2019-06-30T00:00:00.000","Chelan","WA","Truck","0","0","0","22897","22897","0"
"2019-04-30T00:00:00.000","Lewis","WA","Truck","0","0","0","26666","26666","0"
"2018-11-30T00:00:00.000","Dallas","TX","Passenger","0","1","1","177","178","0.5617977528089887640449438202"
"2018-11-30T00:00:00.000","Dekalb","IN","Passenger","1","0","1","1","2","50.0"
"2018-11-30T00:00:00.000","San Diego","CA","Passenger","6","4","10","2623","2633","0.3797949107481959741739460691"
"2019-06-30T00:00:00.000","Clackamas","OR","Passenger","0","1","1","194","195","0.5128205128205128205128205128"
"2019-12-31T00:00:00.000","Boulder","CO","Passenger","1","1","2","38","40","5.00"
"2018-11-30T00:00:00.000","San Francisco","CA","Passenger","2","1","3","112","115","2.608695652173913043478260870"
"2019-11-30T00:00:00.000","Dekalb","IN","Passenger","1","0","1","1","2","50.0"
"2019-12-31T00:00:00.000","Brevard","FL","Passenger","0","1","1","73","74","1.351351351351351351351351351"
"2019-11-30T00:00:00.000","San Bernardino","CA","Passenger","0","1","1","460","461","0.2169197396963123644251626898"
"2019-11-30T00:00:00.000","District Of Columbia","DC","Passenger","1","2","3","213","216","1.388888888888888888888888889"
"2019-06-30T00:00:00.000","Cochise","AZ","Passenger","0","1","1","121","122","0.8196721311475409836065573770"
"2018-11-30T00:00:00.000","El Paso","TX","Passenger","1","0","1","508","509","0.1964636542239685658153241650"
"2019-12-31T00:00:00.000","Bryan","GA","Passenger","1","0","1","59","60","1.666666666666666666666666667"
"2019-11-30T00:00:00.000","Douglas","NE","Passenger","0","1","1","53","54","1.851851851851851851851851852"
"2019-11-30T00:00:00.000","Santa Cruz","CA","Passenger","1","0","1","34","35","2.857142857142857142857142857"
