"date","county","state","vehicle_primary_use","battery_electric_vehicles_bevs_","plug_in_hybrid_electric_vehicles_phevs_","electric_vehicle_ev_total","non_electric_vehicles","total_vehicles","percent_electric_vehicles"
"2021-04-30T00:00:00.000","Platte","MO","Passenger","1","0","1","17","18","5.555555555555555555555555556"
"2021-04-30T00:00:00.000","Charleston","SC","Passenger","1","0","1","77","78","1.282051282051282051282051282"
"2019-09-30T00:00:00.000","Norfolk City","VA","Passenger","3","1","4","363","367","1.089918256130790190735694823"
"2020-08-31T00:00:00.000","Whatcom","WA","Truck","3","0","3","44304","44307","0.006770939129257227977520482091"
"2021-04-30T00:00:00.000","Chelan","WA","Passenger","322","93","415","55383","55798","0.7437542564249614681529803936"
"2019-10-31T00:00:00.000","Mason","WA","Truck","0","0","0","21067","21067","0"
"2021-04-30T00:00:00.000","Liberty","GA","Passenger","1","0","1","108","109","0.9174311926605504587155963303"
"2020-10-31T00:00:00.000","Ramsey","MN","Passenger","1","0","1","28","29","3.448275862068965517241379310"
"2021-04-30T00:00:00.000","Saint Clair","IL","Passenger","1","0","1","130","131","0.7633587786259541984732824427"
"2021-06-30T00:00:00.000","Clackamas","OR","Passenger","1","0","1","122","123","0.8130081300813008130081300813"
"2021-04-30T00:00:00.000","Clark","WA","Truck","13","0","13","85336","85349","0.01523157857737056087358961441"
"2020-09-30T00:00:00.000","NULL","CA","Passenger","1","2","3","215","218","1.376146788990825688073394495"
"2019-09-30T00:00:00.000","Ozaukee","WI","Passenger","0","1","1","3","4","25.00"
"2020-10-31T00:00:00.000","Saginaw","MI","Passenger","1","0","1","8","9","11.11111111111111111111111111"
"2020-09-30T00:00:00.000","Allegheny","PA","Passenger","1","0","1","56","57","1.754385964912280701754385965"
"2021-04-30T00:00:00.000","Skagit","WA","Passenger","591","288","879","93183","94062","0.9344900172226829112712891497"
"2021-04-30T00:00:00.000","Cowlitz","WA","Passenger","226","145","371","73471","73842","0.5024240946886595704341702554"
"2021-06-30T00:00:00.000","Cumberland","NC","Passenger","0","2","2","400","402","0.4975124378109452736318407960"
"2021-04-30T00:00:00.000","Snohomish","WA","Passenger","5772","2042","7814","546488","554302","1.409700848995673838449076496"
"2020-10-31T00:00:00.000","San Juan","WA","Passenger","344","107","451","14348","14799","3.047503209676329481721737955"
"2021-04-30T00:00:00.000","Spokane","WA","Truck","14","0","14","103281","103295","0.01355341497652354905852170967"
"2021-04-30T00:00:00.000","Dekalb","GA","Passenger","1","0","1","54","55","1.818181818181818181818181818"
"2020-10-31T00:00:00.000","San Mateo","CA","Passenger","0","1","1","99","100","1.00"
"2021-04-30T00:00:00.000","Stevens","WA","Passenger","43","42","85","31107","31192","0.2725057707104385739933316235"
"2019-09-30T00:00:00.000","Pinal","AZ","Passenger","1","0","1","160","161","0.6211180124223602484472049689"
"2019-10-31T00:00:00.000","Montgomery","MD","Passenger","0","4","4","270","274","1.459854014598540145985401460"
"2020-09-30T00:00:00.000","Bell","TX","Passenger","0","1","1","368","369","0.2710027100271002710027100271"
"2021-06-30T00:00:00.000","District Of Columbia","DC","Passenger","3","2","5","200","205","2.439024390243902439024390244"
"2020-10-31T00:00:00.000","Shelby","OH","Passenger","0","1","1","1","2","50.0"
"2021-04-30T00:00:00.000","Douglas","WA","Truck","1","0","1","12804","12805","0.007809449433814916048418586490"
"2021-04-30T00:00:00.000","Dupage","IL","Passenger","1","0","1","39","40","2.500"
"2021-04-30T00:00:00.000","Thurston","WA","Passenger","1588","875","2463","200373","202836","1.214281488493166893450866710"
"2021-06-30T00:00:00.000","Duval","FL","Passenger","0","1","1","280","281","0.3558718861209964412811387900"
"2020-10-31T00:00:00.000","Skagit","WA","Truck","1","0","1","33470","33471","0.002987660960234232619282363837"
"2019-10-31T00:00:00.000","Muscogee","GA","Passenger","0","1","1","181","182","0.5494505494505494505494505495"
"2021-04-30T00:00:00.000","Monterey","CA","Passenger","1","0","1","158","159","0.6289308176100628930817610063"
"2021-04-30T00:00:00.000","Erie","NY","Passenger","1","0","1","31","32","3.12500"
"2020-10-31T00:00:00.000","Snohomish","WA","Truck","0","0","0","128215","128215","0"
"2021-04-30T00:00:00.000","Fairfax","VA","Passenger","5","6","11","634","645","1.705426356589147286821705426"
"2020-09-30T00:00:00.000","Boone","MO","Passenger","0","1","1","7","8","12.500"
"2020-09-30T00:00:00.000","Bradley","TN","Passenger","1","1","2","1","3","66.66666666666666666666666667"
"2021-06-30T00:00:00.000","Ferry","WA","Truck","0","0","0","3662","3662","0"
"2021-06-30T00:00:00.000","Flathead","MT","Passenger","1","0","1","30","31","3.225806451612903225806451613"
"2020-09-30T00:00:00.000","Bryan","GA","Passenger","1","0","1","58","59","1.694915254237288135593220339"
"2020-10-31T00:00:00.000","Stevens","WA","Truck","0","0","0","19201","19201","0"
"2021-06-30T00:00:00.000","Garfield","WA","Passenger","0","3","3","1374","1377","0.2178649237472766884531590414"
"2019-10-31T00:00:00.000","Norfolk City","VA","Passenger","3","1","4","362","366","1.092896174863387978142076503"
"2021-06-30T00:00:00.000","Garfield","WA","Truck","0","0","0","1007","1007","0"
"2021-04-30T00:00:00.000","Fulton","GA","Passenger","0","1","1","68","69","1.449275362318840579710144928"
"2019-10-31T00:00:00.000","Oldham","KY","Passenger","0","1","1","4","5","20.0"
"2021-06-30T00:00:00.000","Goochland","VA","Passenger","3","0","3","108","111","2.702702702702702702702702703"
"2020-09-30T00:00:00.000","Camden","GA","Passenger","1","1","2","135","137","1.459854014598540145985401460"
"2019-10-31T00:00:00.000","Orange","CA","Passenger","6","2","8","506","514","1.556420233463035019455252918"
"2021-04-30T00:00:00.000","Grant","WA","Passenger","105","93","198","67809","68007","0.2911464996250385989677533195"
"2021-04-30T00:00:00.000","Okanogan","NULL","Truck","2","0","2","13098","13100","0.01526717557251908396946564885"
"2021-06-30T00:00:00.000","Harnett","NC","Passenger","0","1","1","139","140","0.7142857142857142857142857143"
"2020-10-31T00:00:00.000","Thurston","WA","Truck","0","0","0","57272","57272","0"
"2021-04-30T00:00:00.000","Hennepin","MN","Passenger","1","0","1","63","64","1.562500"
"2019-10-31T00:00:00.000","Pacific","WA","Passenger","40","31","71","16363","16434","0.4320311549227211877814287453"
"2020-10-31T00:00:00.000","Tipton","TN","Passenger","1","0","1","12","13","7.692307692307692307692307692"
"2021-04-30T00:00:00.000","Otero","NM","Passenger","0","1","1","33","34","2.941176470588235294117647059"
"2021-04-30T00:00:00.000","Ozaukee","WI","Passenger","0","1","1","3","4","25.00"
"2019-09-30T00:00:00.000","San Diego","CA","Passenger","8","7","15","2797","2812","0.5334281650071123755334281650"
"2021-04-30T00:00:00.000","Howard","IN","Passenger","0","1","1","2","3","33.33333333333333333333333333"
"2021-04-30T00:00:00.000","Palm Beach","FL","Passenger","1","0","1","51","52","1.923076923076923076923076923"
"2019-10-31T00:00:00.000","Pierce","WA","Passenger","2295","1738","4033","557134","561167","0.7186808917844420644834781803"
"2021-04-30T00:00:00.000","Pend Oreille","WA","Passenger","14","5","19","9460","9479","0.2004430847135773815803354784"
"2021-04-30T00:00:00.000","Island","WA","Truck","2","0","2","21860","21862","0.009148293843198243527582105937"
"2019-09-30T00:00:00.000","Sarasota","FL","Passenger","1","0","1","24","25","4.00"
"2019-10-31T00:00:00.000","Pinellas","FL","Passenger","1","1","2","87","89","2.247191011235955056179775281"
"2021-06-30T00:00:00.000","Kitsap","WA","Passenger","1929","861","2790","182459","185249","1.506081004485854174651415122"
"2021-04-30T00:00:00.000","Plaquemines","LA","Passenger","0","1","1","19","20","5.00"
"2021-05-31T00:00:00.000","NULL","NULL","Truck","1","0","1","291","292","0.3424657534246575342465753425"
"2021-06-30T00:00:00.000","Kittitas","WA","Truck","1","0","1","14922","14923","0.006701065469409636132145011057"
"2020-10-31T00:00:00.000","Washoe","NV","Passenger","1","0","1","71","72","1.388888888888888888888888889"
"2020-09-30T00:00:00.000","Davidson","TN","Passenger","1","0","1","50","51","1.960784313725490196078431373"
"2021-05-31T00:00:00.000","NULL","WA","Passenger","0","0","0","2","2","0"
"2021-04-30T00:00:00.000","Jefferson","WA","Truck","0","0","0","9761","9761","0"
"2019-09-30T00:00:00.000","Shelby","TN","Passenger","0","1","1","94","95","1.052631578947368421052631579"
"2020-09-30T00:00:00.000","Dekalb","GA","Passenger","1","0","1","70","71","1.408450704225352112676056338"
"2020-09-30T00:00:00.000","District Of Columbia","DC","Passenger","2","2","4","203","207","1.932367149758454106280193237"
"2021-05-31T00:00:00.000","Alameda","CA","Passenger","2","0","2","202","204","0.9803921568627450980392156863"
"2020-10-31T00:00:00.000","Whitman","WA","Truck","0","0","0","8681","8681","0"
"2020-09-30T00:00:00.000","Douglas","NE","Passenger","0","1","1","42","43","2.325581395348837209302325581"
"2020-10-31T00:00:00.000","Williams","ND","Passenger","0","1","1","12","13","7.692307692307692307692307692"
"2021-05-31T00:00:00.000","Albemarle","VA","Passenger","1","0","1","21","22","4.545454545454545454545454545"
"2021-04-30T00:00:00.000","Klickitat","WA","Truck","1","0","1","8397","8398","0.01190759704691593236484877352"
"2021-05-31T00:00:00.000","Benton","WA","Passenger","517","395","912","137689","138601","0.6580039105056962070980728855"
"2020-10-31T00:00:00.000","Yakima","WA","Passenger","173","131","304","170749","171053","0.1777226941357357076461681467"
"2021-05-31T00:00:00.000","Bexar","TX","Passenger","2","4","6","443","449","1.336302895322939866369710468"
"2020-09-30T00:00:00.000","Flathead","MT","Passenger","1","0","1","47","48","2.083333333333333333333333333"
"2021-04-30T00:00:00.000","Saint Louis","MO","Passenger","1","0","1","53","54","1.851851851851851851851851852"
"2019-10-31T00:00:00.000","Santa Rosa","FL","Passenger","1","0","1","81","82","1.219512195121951219512195122"
"2021-04-30T00:00:00.000","Saint Louis City","MO","Passenger","1","0","1","19","20","5.00"
"2021-04-30T00:00:00.000","Lincoln","WA","Truck","0","0","0","4821","4821","0"
"2021-06-30T00:00:00.000","Missoula","MT","Passenger","1","0","1","41","42","2.380952380952380952380952381"
"2019-09-30T00:00:00.000","Valencia","NM","Passenger","1","0","1","4","5","20.0"
"2021-04-30T00:00:00.000","Los Angeles","CA","Passenger","7","7","14","792","806","1.736972704714640198511166253"
"2020-09-30T00:00:00.000","Garfield","WA","Truck","0","0","0","1010","1010","0"
"2021-04-30T00:00:00.000","Sarpy","NE","Passenger","1","0","1","57","58","1.724137931034482758620689655"
"2021-05-31T00:00:00.000","Chelan","WA","Passenger","331","97","428","55347","55775","0.7673688928731510533393097266"
"2021-04-30T00:00:00.000","Sevier","AR","Passenger","0","1","1","0","1","100"
"2021-05-31T00:00:00.000","Clallam","WA","Passenger","336","211","547","51014","51561","1.060879346793118830123542988"
"2021-04-30T00:00:00.000","Skamania","WA","Passenger","44","32","76","8533","8609","0.8827970728307585085375769544"
"2019-10-31T00:00:00.000","Spartanburg","SC","Passenger","0","1","1","33","34","2.941176470588235294117647059"
"2020-11-30T00:00:00.000","Bryan","GA","Passenger","1","0","1","57","58","1.724137931034482758620689655"
"2021-04-30T00:00:00.000","Montgomery","MD","Passenger","2","4","6","211","217","2.764976958525345622119815668"
"2021-04-30T00:00:00.000","Sumter","FL","Passenger","0","1","1","8","9","11.11111111111111111111111111"
"2021-05-31T00:00:00.000","Cowlitz","WA","Truck","2","0","2","29530","29532","0.006772314777190843830421237979"
"2019-10-31T00:00:00.000","Twin Falls","ID","Passenger","0","1","1","24","25","4.00"
"2020-09-30T00:00:00.000","Jefferson","WA","Passenger","269","162","431","25191","25622","1.682148153930216220435563188"
"2021-04-30T00:00:00.000","Pacific","WA","Truck","0","0","0","8018","8018","0"
"2020-09-30T00:00:00.000","Kent","DE","Passenger","0","1","1","61","62","1.612903225806451612903225806"
"2021-04-30T00:00:00.000","Travis","TX","Passenger","1","0","1","125","126","0.7936507936507936507936507937"
"2020-09-30T00:00:00.000","Kitsap","WA","Truck","0","0","0","55298","55298","0"
"2020-09-30T00:00:00.000","Kittitas","WA","Truck","0","0","0","14961","14961","0"
"2021-06-30T00:00:00.000","Saint Louis","MO","Passenger","1","0","1","43","44","2.272727272727272727272727273"
"2020-09-30T00:00:00.000","Klamath","OR","Passenger","1","0","1","22","23","4.347826086956521739130434783"
"2021-05-31T00:00:00.000","Douglas","WA","Truck","2","0","2","12804","12806","0.01561767921286896767140402936"
"2021-05-31T00:00:00.000","El Paso","TX","Passenger","2","0","2","360","362","0.5524861878453038674033149171"
"2021-04-30T00:00:00.000","Pima","AZ","Passenger","1","1","2","228","230","0.8695652173913043478260869565"
"2020-09-30T00:00:00.000","Kootenai","ID","Passenger","1","0","1","190","191","0.5235602094240837696335078534"
"2020-11-30T00:00:00.000","Chelan","WA","Truck","0","0","0","23257","23257","0"
"2021-04-30T00:00:00.000","Pinellas","FL","Passenger","1","1","2","61","63","3.174603174603174603174603175"
"2020-11-30T00:00:00.000","Chesapeake City","VA","Passenger","0","3","3","387","390","0.7692307692307692307692307692"
"2020-09-30T00:00:00.000","Leon","FL","Passenger","1","0","1","8","9","11.11111111111111111111111111"
"2021-04-30T00:00:00.000","Wahkiakum","WA","Passenger","11","7","18","3145","3163","0.5690799873537780588049320266"
"2021-06-30T00:00:00.000","Santa Barbara","CA","Passenger","1","0","1","73","74","1.351351351351351351351351351"
"2021-04-30T00:00:00.000","Polk","FL","Passenger","1","0","1","50","51","1.960784313725490196078431373"
"2021-04-30T00:00:00.000","Powhatan","VA","Passenger","1","0","1","1","2","50.0"
"2019-10-31T00:00:00.000","Wayne","MI","Passenger","0","1","1","61","62","1.612903225806451612903225806"
"2020-11-30T00:00:00.000","Clackamas","OR","Passenger","1","0","1","141","142","0.7042253521126760563380281690"
"2019-10-31T00:00:00.000","Bryan","GA","Passenger","1","0","1","59","60","1.666666666666666666666666667"
"2019-10-31T00:00:00.000","Whitman","WA","Passenger","39","48","87","23132","23219","0.3746931392394159955209095999"
"2021-05-31T00:00:00.000","Grant","WA","Truck","1","0","1","28339","28340","0.003528581510232886379675370501"
"2021-06-30T00:00:00.000","Snohomish","WA","Passenger","6053","2107","8160","544479","552639","1.476551600592792039649753275"
"2021-05-31T00:00:00.000","Greene","MO","Passenger","0","1","1","19","20","5.00"
"2020-09-30T00:00:00.000","Maui","HI","Passenger","1","0","1","28","29","3.448275862068965517241379310"
"2019-10-31T00:00:00.000","Calvert","MD","Passenger","0","2","2","94","96","2.083333333333333333333333333"
"2021-06-30T00:00:00.000","Stevens","WA","Passenger","49","44","93","30863","30956","0.3004264116810957488047551363"
"2021-06-30T00:00:00.000","Suffolk City","VA","Passenger","1","0","1","115","116","0.8620689655172413793103448276"
"2021-05-31T00:00:00.000","Hamilton","IN","Passenger","1","0","1","26","27","3.703703703703703703703703704"
"2020-09-30T00:00:00.000","Mecklenburg","NC","Passenger","1","0","1","68","69","1.449275362318840579710144928"
"2021-04-30T00:00:00.000","San Bernardino","CA","Passenger","0","1","1","376","377","0.2652519893899204244031830239"
"2019-11-30T00:00:00.000","Ada","ID","Passenger","0","1","1","267","268","0.3731343283582089552238805970"
"2021-06-30T00:00:00.000","Sumter","FL","Passenger","0","1","1","6","7","14.28571428571428571428571429"
"2021-04-30T00:00:00.000","San Francisco","CA","Passenger","1","1","2","81","83","2.409638554216867469879518072"
"2021-04-30T00:00:00.000","Whatcom","WA","Passenger","1426","603","2029","153148","155177","1.307539132732299245377858832"
"2019-11-30T00:00:00.000","Alameda","CA","Passenger","4","0","4","270","274","1.459854014598540145985401460"
"2021-04-30T00:00:00.000","Santa Cruz","CA","Passenger","1","0","1","25","26","3.846153846153846153846153846"
"2021-06-30T00:00:00.000","Travis","TX","Passenger","1","0","1","116","117","0.8547008547008547008547008547"
"2021-04-30T00:00:00.000","Yakima","WA","Truck","2","0","2","62773","62775","0.003185981680605336519315013939"
"2019-10-31T00:00:00.000","Chesapeake City","VA","Passenger","0","1","1","434","435","0.2298850574712643678160919540"
"2020-09-30T00:00:00.000","Muscogee","GA","Passenger","0","1","1","164","165","0.6060606060606060606060606061"
"2019-11-30T00:00:00.000","Anne Arundel","MD","Passenger","1","3","4","431","435","0.9195402298850574712643678161"
"2019-10-31T00:00:00.000","Clackamas","OR","Passenger","1","1","2","189","191","1.047120418848167539267015707"
"2021-05-31T00:00:00.000","Island","WA","Truck","3","0","3","21853","21856","0.01372620790629575402635431918"
"2019-11-30T00:00:00.000","Asotin","WA","Passenger","14","9","23","12972","12995","0.1769911504424778761061946903"
