time,zip,county,n_ev,n_bev,n_phev,m_ev,m_bev,m_phev
2021-03-31,98558,Pierce,,,,97,43,57
2021-03-31,98559,Grays Harbor,,,,97,43,57
2021-03-31,98560,Mason,1,1,,97,43,57
2021-03-31,98562,Grays Harbor,2,1,1,97,43,57
2021-03-31,98563,Grays Harbor,41,17,24,97,43,57
2021-03-31,98564,Lewis,15,9,6,97,43,57
2021-03-31,98565,Lewis,,,,97,43,57
2021-03-31,98568,Grays Harbor,12,7,5,97,43,57
2021-03-31,98569,Grays Harbor,64,38,26,97,43,57
2021-03-31,98570,Lewis,8,2,6,97,43,57
2021-03-31,98571,Grays Harbor,9,6,3,97,43,57
2021-03-31,98572,Lewis,1,,1,97,43,57
2021-03-31,98575,Grays Harbor,,,,97,43,57
2021-03-31,98576,Thurston,20,12,8,97,43,57
2021-03-31,98577,Pacific,19,8,11,97,43,57
2021-03-31,98579,Thurston,47,27,20,97,43,57
2021-03-31,98580,Pierce,66,44,22,97,43,57
2021-03-31,98581,Cowlitz,,,,97,43,57
2021-03-31,98582,Lewis,,,,97,43,57
2021-03-31,98583,Grays Harbor,,,,97,43,57
2021-03-31,98584,Mason,174,102,72,97,43,57
2021-03-31,98585,Lewis,4,1,3,97,43,57
2021-03-31,98586,Pacific,2,1,1,97,43,57
2021-03-31,98587,Grays Harbor,1,,1,97,43,57
2021-03-31,98588,Mason,10,5,5,97,43,57
2021-03-31,98589,Thurston,46,25,21,97,43,57
2021-03-31,98590,Pacific,5,5,,97,43,57
2021-03-31,98591,Lewis,15,10,5,97,43,57
2021-03-31,98592,Mason,15,6,9,97,43,57
2021-03-31,98593,Lewis,3,,3,97,43,57
2021-03-31,98595,Grays Harbor,11,2,9,97,43,57
2021-03-31,98596,Lewis,28,19,9,97,43,57
2021-03-31,98597,Thurston,106,68,38,97,43,57
2021-03-31,98601,Clark,5,4,1,97,43,57
2021-03-31,98602,Klickitat,,,,97,43,57
2021-03-31,98603,Cowlitz,4,,4,97,43,57
2021-03-31,98604,Clark,238,164,74,97,43,57
2021-03-31,98605,Klickitat,1,,1,97,43,57
2021-03-31,98606,Clark,110,80,30,97,43,57
2021-03-31,98607,Clark,545,403,142,97,43,57
2021-03-31,98610,Skamania,4,2,2,97,43,57
2021-03-31,98611,Cowlitz,26,17,9,97,43,57
2021-03-31,98612,Wahkiakum,13,7,6,97,43,57
2021-03-31,98613,Klickitat,1,1,,97,43,57
2021-03-31,98614,Pacific,3,1,2,97,43,57
2021-03-31,98616,Cowlitz,1,1,,97,43,57
2021-03-31,98617,Klickitat,3,1,2,97,43,57
2021-03-31,98619,Klickitat,3,1,2,97,43,57
2021-03-31,98620,Klickitat,17,8,9,97,43,57
2021-03-31,98621,Wahkiakum,1,1,,97,43,57
2021-03-31,98624,Pacific,6,3,3,97,43,57
2021-03-31,98625,Cowlitz,35,21,14,97,43,57
2021-03-31,98626,Cowlitz,75,47,28,97,43,57
2021-03-31,98628,Klickitat,,,,97,43,57
2021-03-31,98629,Clark,77,49,28,97,43,57
2021-03-31,98631,Pacific,14,10,4,97,43,57
2021-03-31,98632,Cowlitz,158,95,63,97,43,57
2021-03-31,98635,Klickitat,13,6,7,97,43,57
2021-03-31,98638,Pacific,6,2,4,97,43,57
2021-03-31,98639,Skamania,2,2,,97,43,57
2021-03-31,98640,Pacific,27,15,12,97,43,57
2021-03-31,98641,Pacific,,,,97,43,57
2021-03-31,98642,Clark,259,168,91,97,43,57
2021-03-31,98643,Wahkiakum,,,,97,43,57
2021-03-31,98644,Pacific,6,4,2,97,43,57
2021-03-31,98645,Cowlitz,10,8,2,97,43,57
2021-03-31,98647,Wahkiakum,,,,97,43,57
2021-03-31,98648,Skamania,30,21,9,97,43,57
2021-03-31,98649,Cowlitz,4,1,3,97,43,57
2021-03-31,98650,Klickitat,10,7,3,97,43,57
2021-03-31,98651,Skamania,6,3,3,97,43,57
2021-03-31,98660,Clark,132,103,29,97,43,57
2021-03-31,98661,Clark,255,168,87,97,43,57
2021-03-31,98662,Clark,187,114,73,97,43,57
2021-03-31,98663,Clark,102,74,28,97,43,57
2021-03-31,98664,Clark,184,119,65,97,43,57
2021-03-31,98665,Clark,182,122,60,97,43,57
2021-03-31,98670,Klickitat,2,,2,97,43,57
2021-03-31,98671,Clark,224,140,84,97,43,57
2021-03-31,98672,Klickitat,71,49,22,97,43,57
2021-03-31,98673,Klickitat,1,1,,97,43,57
2021-03-31,98674,Cowlitz,56,40,16,97,43,57
2021-03-31,98675,Clark,18,13,5,97,43,57
2021-03-31,98682,Clark,343,220,123,97,43,57
2021-03-31,98683,Clark,303,201,102,97,43,57
2021-03-31,98684,Clark,199,122,77,97,43,57
2021-03-31,98685,Clark,292,209,83,97,43,57
2021-03-31,98686,Clark,201,144,57,97,43,57
2021-03-31,98801,Chelan,144,117,27,97,43,57
2021-03-31,98802,Douglas,96,60,36,97,43,57
2021-03-31,98811,Chelan,,,,97,43,57
2021-03-31,98812,Okanogan,2,2,,97,43,57
2021-03-31,98813,Douglas,1,1,,97,43,57
2021-03-31,98814,Okanogan,4,1,3,97,43,57
2021-03-31,98815,Chelan,28,21,7,97,43,57
2021-03-31,98816,Chelan,55,44,11,97,43,57
2021-03-31,98817,Chelan,,,,97,43,57
2021-03-31,98819,Okanogan,1,,1,97,43,57
2021-03-31,98821,Chelan,,,,97,43,57
2021-03-31,98822,Chelan,9,6,3,97,43,57
2021-03-31,98823,Grant,21,9,12,97,43,57
2021-03-31,98824,Grant,,,,97,43,57
2021-03-31,98826,Chelan,107,80,27,97,43,57
2021-03-31,98827,Okanogan,,,,97,43,57
2021-03-31,98828,Chelan,7,6,1,97,43,57
2021-03-31,98829,Okanogan,,,,97,43,57
2021-03-31,98830,Douglas,1,1,,97,43,57
2021-03-31,98831,Chelan,16,15,1,97,43,57
2021-03-31,98832,Grant,,,,97,43,57
2021-03-31,98833,Okanogan,8,8,,97,43,57
2021-03-31,98834,Okanogan,3,1,2,97,43,57
2021-03-31,98836,Chelan,,,,97,43,57
2021-03-31,98837,Grant,99,45,54,97,43,57
2021-03-31,98840,Okanogan,9,7,2,97,43,57
2021-03-31,98841,Okanogan,5,3,2,97,43,57
2021-03-31,98843,Douglas,27,22,5,97,43,57
2021-03-31,98844,Okanogan,7,5,2,97,43,57
2021-03-31,98845,Douglas,1,1,,97,43,57
2021-03-31,98846,Okanogan,3,,3,97,43,57
2021-03-31,98847,Chelan,10,5,5,97,43,57
2021-03-31,98848,Grant,29,22,7,97,43,57
2021-03-31,98849,Okanogan,4,3,1,97,43,57
2021-03-31,98850,Douglas,4,1,3,97,43,57
2021-03-31,98851,Grant,9,2,7,97,43,57
2021-03-31,98852,Chelan,,,,97,43,57
2021-03-31,98853,Grant,,,,97,43,57
2021-03-31,98855,Okanogan,6,3,3,97,43,57
2021-03-31,98856,Okanogan,14,6,8,97,43,57
2021-03-31,98857,Grant,3,1,2,97,43,57
2021-03-31,98858,Douglas,3,3,,97,43,57
2021-03-31,98859,Okanogan,,,,97,43,57
2021-03-31,98860,Grant,,,,97,43,57
2021-03-31,98862,Okanogan,27,18,9,97,43,57
2021-03-31,98901,Yakima,43,30,13,97,43,57
2021-03-31,98902,Yakima,54,23,31,97,43,57
2021-03-31,98903,Yakima,21,15,6,97,43,57
2021-03-31,98908,Yakima,104,61,43,97,43,57
2021-03-31,98921,Yakima,,,,97,43,57
2021-03-31,98922,Kittitas,60,46,14,97,43,57
2021-03-31,98923,Yakima,,,,97,43,57
2021-03-31,98925,Kittitas,11,7,4,97,43,57
2021-03-31,98926,Kittitas,89,61,28,97,43,57
2021-03-31,98929,Yakima,,,,97,43,57
2021-03-31,98930,Yakima,10,6,4,97,43,57
2021-03-31,98932,Yakima,3,1,2,97,43,57
2021-03-31,98933,Yakima,,,,97,43,57
2021-03-31,98934,Kittitas,1,1,,97,43,57
2021-03-31,98935,Yakima,1,,1,97,43,57
2021-03-31,98936,Yakima,12,7,5,97,43,57
2021-03-31,98937,Yakima,6,3,3,97,43,57
2021-03-31,98938,Yakima,1,,1,97,43,57
2021-03-31,98939,Yakima,,,,97,43,57
2021-03-31,98940,Kittitas,23,15,8,97,43,57
2021-03-31,98941,Kittitas,2,2,,97,43,57
2021-03-31,98942,Yakima,25,16,9,97,43,57
2021-03-31,98943,Kittitas,,,,97,43,57
2021-03-31,98944,Yakima,15,7,8,97,43,57
2021-03-31,98946,Kittitas,3,3,,97,43,57
2021-03-31,98947,Yakima,3,3,,97,43,57
2021-03-31,98948,Yakima,8,5,3,97,43,57
2021-03-31,98950,Kittitas,,,,97,43,57
2021-03-31,98951,Yakima,5,4,1,97,43,57
2021-03-31,98952,Yakima,,,,97,43,57
2021-03-31,98953,Yakima,8,5,3,97,43,57
2021-03-31,99001,Spokane,13,8,5,97,43,57
2021-03-31,99003,Spokane,11,6,5,97,43,57
2021-03-31,99004,Spokane,62,37,25,97,43,57
2021-03-31,99005,Spokane,39,27,12,97,43,57
2021-03-31,99006,Spokane,20,12,8,97,43,57
2021-03-31,99008,Lincoln,1,1,,97,43,57
2021-03-31,99009,Spokane,11,9,2,97,43,57
2021-03-31,99011,Spokane,1,,1,97,43,57
2021-03-31,99012,Spokane,1,1,,97,43,57
2021-03-31,99013,Stevens,2,1,1,97,43,57
2021-03-31,99016,Spokane,75,50,25,97,43,57
2021-03-31,99017,Whitman,1,,1,97,43,57
2021-03-31,99018,Spokane,,,,97,43,57
2021-03-31,99019,Spokane,57,35,22,97,43,57
2021-03-31,99020,Spokane,,,,97,43,57
2021-03-31,99021,Spokane,27,15,12,97,43,57
2021-03-31,99022,Spokane,15,9,6,97,43,57
2021-03-31,99023,Spokane,4,3,1,97,43,57
2021-03-31,99025,Spokane,9,4,5,97,43,57
2021-03-31,99026,Stevens,44,34,10,97,43,57
2021-03-31,99027,Spokane,20,12,8,97,43,57
2021-03-31,99029,Lincoln,5,,5,97,43,57
2021-03-31,99030,Spokane,1,1,,97,43,57
2021-03-31,99031,Spokane,2,,2,97,43,57
2021-03-31,99032,Lincoln,1,,1,97,43,57
2021-03-31,99033,Whitman,2,,2,97,43,57
2021-03-31,99034,Stevens,,,,97,43,57
2021-03-31,99036,Spokane,8,4,4,97,43,57
2021-03-31,99037,Spokane,37,26,11,97,43,57
2021-03-31,99039,Spokane,,,,97,43,57
2021-03-31,99040,Stevens,,,,97,43,57
2021-03-31,99101,Stevens,,,,97,43,57
2021-03-31,99102,Whitman,,,,97,43,57
2021-03-31,99103,Lincoln,,,,97,43,57
2021-03-31,99105,Adams,,,,97,43,57
2021-03-31,99109,Stevens,9,4,5,97,43,57
2021-03-31,99110,Stevens,,,,97,43,57
2021-03-31,99111,Whitman,9,5,4,97,43,57
2021-03-31,99113,Whitman,1,,1,97,43,57
2021-03-31,99114,Stevens,20,9,11,97,43,57
2021-03-31,99115,Grant,5,4,1,97,43,57
2021-03-31,99116,Douglas,2,1,1,97,43,57
2021-03-31,99117,Lincoln,,,,97,43,57
2021-03-31,99118,Ferry,2,1,1,97,43,57
2021-03-31,99119,Pend Oreille,1,,1,97,43,57
2021-03-31,99121,Ferry,,,,97,43,57
2021-03-31,99122,Lincoln,7,3,4,97,43,57
2021-03-31,99123,Grant,2,1,1,97,43,57
2021-03-31,99124,Okanogan,,,,97,43,57
2021-03-31,99125,Whitman,4,1,3,97,43,57
2021-03-31,99126,Stevens,5,2,3,97,43,57
2021-03-31,99128,Whitman,2,1,1,97,43,57
2021-03-31,99129,Stevens,1,1,,97,43,57
2021-03-31,99130,Whitman,2,1,1,97,43,57
2021-03-31,99131,Stevens,1,1,,97,43,57
2021-03-31,99133,Grant,3,,3,97,43,57
2021-03-31,99134,Lincoln,1,1,,97,43,57
2021-03-31,99135,Grant,,,,97,43,57
2021-03-31,99136,Whitman,,,,97,43,57
2021-03-31,99137,Stevens,,,,97,43,57
2021-03-31,99138,Ferry,,,,97,43,57
2021-03-31,99139,Pend Oreille,,,,97,43,57
2021-03-31,99140,Ferry,,,,97,43,57
2021-03-31,99141,Stevens,15,8,7,97,43,57
2021-03-31,99143,Whitman,,,,97,43,57
2021-03-31,99144,Lincoln,,,,97,43,57
2021-03-31,99146,Ferry,,,,97,43,57
2021-03-31,99147,Lincoln,,,,97,43,57
2021-03-31,99148,Stevens,4,2,2,97,43,57
2021-03-31,99149,Whitman,,,,97,43,57
2021-03-31,99150,Ferry,,,,97,43,57
2021-03-31,99151,Stevens,,,,97,43,57
2021-03-31,99152,Pend Oreille,,,,97,43,57
2021-03-31,99153,Pend Oreille,,,,97,43,57
2021-03-31,99154,Lincoln,,,,97,43,57
2021-03-31,99155,Okanogan,,,,97,43,57
2021-03-31,99156,Pend Oreille,15,10,5,97,43,57
2021-03-31,99157,Stevens,,,,97,43,57
2021-03-31,99158,Whitman,,,,97,43,57
2021-03-31,99159,Lincoln,,,,97,43,57
2021-03-31,99160,Ferry,,,,97,43,57
2021-03-31,99161,Whitman,10,8,2,97,43,57
2021-03-31,99163,Whitman,76,44,32,97,43,57
2021-03-31,99164,Whitman,,,,97,43,57
2021-03-31,99166,Ferry,7,6,1,97,43,57
2021-03-31,99167,Stevens,2,2,,97,43,57
2021-03-31,99169,Adams,5,3,2,97,43,57
2021-03-31,99170,Whitman,3,2,1,97,43,57
2021-03-31,99171,Whitman,1,,1,97,43,57
2021-03-31,99173,Stevens,3,2,1,97,43,57
2021-03-31,99174,Whitman,,,,97,43,57
2021-03-31,99176,Whitman,,,,97,43,57
2021-03-31,99179,Whitman,,,,97,43,57
2021-03-31,99180,Pend Oreille,2,2,,97,43,57
2021-03-31,99181,Stevens,2,1,1,97,43,57
2021-03-31,99185,Lincoln,,,,97,43,57
2021-03-31,99201,Spokane,56,41,15,97,43,57
2021-03-31,99202,Spokane,46,28,18,97,43,57
2021-03-31,99203,Spokane,141,99,42,97,43,57
2021-03-31,99204,Spokane,29,19,10,97,43,57
2021-03-31,99205,Spokane,78,46,32,97,43,57
2021-03-31,99206,Spokane,76,52,24,97,43,57
2021-03-31,99207,Spokane,36,18,18,97,43,57
2021-03-31,99208,Spokane,166,102,64,97,43,57
2021-03-31,99212,Spokane,61,37,24,97,43,57
2021-03-31,99216,Spokane,48,27,21,97,43,57
2021-03-31,99217,Spokane,43,22,21,97,43,57
2021-03-31,99218,Spokane,40,22,18,97,43,57
2021-03-31,99223,Spokane,161,110,51,97,43,57
2021-03-31,99224,Spokane,103,58,45,97,43,57
2021-03-31,99301,Franklin,177,96,81,97,43,57
2021-03-31,99320,Benton,31,13,18,97,43,57
2021-03-31,99321,Grant,,,,97,43,57
2021-03-31,99322,Klickitat,,,,97,43,57
2021-03-31,99323,Walla Walla,6,2,4,97,43,57
2021-03-31,99324,Walla Walla,26,15,11,97,43,57
2021-03-31,99326,Franklin,4,2,2,97,43,57
2021-03-31,99328,Columbia,10,6,4,97,43,57
2021-03-31,99329,Walla Walla,,,,97,43,57
2021-03-31,99330,Franklin,1,1,,97,43,57
2021-03-31,99333,Whitman,,,,97,43,57
2021-03-31,99335,Franklin,,,,97,43,57
2021-03-31,99336,Benton,114,60,54,97,43,57
2021-03-31,99337,Benton,106,55,51,97,43,57
2021-03-31,99338,Benton,131,83,48,97,43,57
2021-03-31,99341,Adams,,,,97,43,57
2021-03-31,99343,Franklin,3,,3,97,43,57
2021-03-31,99344,Adams,19,11,8,97,43,57
2021-03-31,99345,Benton,,,,97,43,57
2021-03-31,99346,Benton,,,,97,43,57
2021-03-31,99347,Garfield,1,,1,97,43,57
2021-03-31,99348,Walla Walla,,,,97,43,57
2021-03-31,99349,Grant,7,3,4,97,43,57
2021-03-31,99350,Benton,14,6,8,97,43,57
2021-03-31,99352,Benton,217,126,91,97,43,57
2021-03-31,99353,Benton,73,53,20,97,43,57
2021-03-31,99354,Benton,145,79,66,97,43,57
2021-03-31,99356,Klickitat,,,,97,43,57
2021-03-31,99357,Grant,4,3,1,97,43,57
2021-03-31,99359,Columbia,,,,97,43,57
2021-03-31,99360,Walla Walla,3,2,1,97,43,57
2021-03-31,99361,Walla Walla,8,7,1,97,43,57
2021-03-31,99362,Walla Walla,134,78,56,97,43,57
2021-03-31,99363,Walla Walla,,,,97,43,57
2021-03-31,99371,Adams,,,,97,43,57
2021-03-31,99401,Asotin,1,1,,97,43,57
2021-03-31,99402,Asotin,8,8,,97,43,57
2021-03-31,99403,Asotin,23,9,14,97,43,57
2021-04-30,98001,King,268,169,99,98,43,58
2021-04-30,98002,King,102,63,39,98,43,58
2021-04-30,98003,King,169,113,56,98,43,58
2021-04-30,98004,King,1267,1071,196,98,43,58
2021-04-30,98005,King,614,495,119,98,43,58
2021-04-30,98006,King,1163,961,202,98,43,58
2021-04-30,98007,King,423,349,74,98,43,58
2021-04-30,98008,King,711,570,141,98,43,58
2021-04-30,98010,King,76,56,20,98,43,58
2021-04-30,98011,King,532,398,134,98,43,58
2021-04-30,98012,Snohomish,1171,921,250,98,43,58
2021-04-30,98014,King,158,117,41,98,43,58
2021-04-30,98019,King,261,195,66,98,43,58
2021-04-30,98020,Snohomish,382,300,82,98,43,58
2021-04-30,98021,Snohomish,689,565,124,98,43,58
2021-04-30,98022,King,127,62,65,98,43,58
2021-04-30,98023,King,340,215,125,98,43,58
2021-04-30,98024,King,350,278,72,98,43,58
2021-04-30,98026,Snohomish,474,356,118,98,43,58
2021-04-30,98027,King,810,639,171,98,43,58
2021-04-30,98028,King,453,355,98,98,43,58
2021-04-30,98029,King,737,635,102,98,43,58
2021-04-30,98030,King,37,33,4,98,43,58
2021-04-30,98031,King,434,290,144,98,43,58
2021-04-30,98032,King,244,168,76,98,43,58
2021-04-30,98033,King,1371,1122,249,98,43,58
2021-04-30,98034,King,880,709,171,98,43,58
2021-04-30,98036,Snohomish,419,317,102,98,43,58
2021-04-30,98037,Snohomish,229,170,59,98,43,58
2021-04-30,98038,King,418,277,141,98,43,58
2021-04-30,98039,King,173,150,23,98,43,58
2021-04-30,98040,King,1166,935,231,98,43,58
2021-04-30,98042,King,423,274,149,98,43,58
2021-04-30,98043,Snohomish,143,108,35,98,43,58
2021-04-30,98045,King,278,201,77,98,43,58
2021-04-30,98047,King,26,18,8,98,43,58
2021-04-30,98050,King,1,1,,98,43,58
2021-04-30,98051,King,72,53,19,98,43,58
2021-04-30,98052,King,1995,1648,347,98,43,58
2021-04-30,98053,King,966,812,154,98,43,58
2021-04-30,98055,King,315,228,87,98,43,58
2021-04-30,98056,King,475,348,127,98,43,58
2021-04-30,98057,King,10,4,6,98,43,58
2021-04-30,98058,King,448,307,141,98,43,58
2021-04-30,98059,King,713,563,150,98,43,58
2021-04-30,98065,King,116,81,35,98,43,58
2021-04-30,98068,Kittitas,6,5,1,98,43,58
2021-04-30,98070,King,365,262,103,98,43,58
2021-04-30,98072,King,1133,941,192,98,43,58
2021-04-30,98074,King,1013,859,154,98,43,58
2021-04-30,98075,King,832,722,110,98,43,58
2021-04-30,98077,King,39,31,8,98,43,58
2021-04-30,98087,Snohomish,291,223,68,98,43,58
2021-04-30,98092,King,366,252,114,98,43,58
2021-04-30,98101,King,267,230,37,98,43,58
2021-04-30,98102,King,395,305,90,98,43,58
2021-04-30,98103,King,1026,800,226,98,43,58
2021-04-30,98104,King,145,119,26,98,43,58
2021-04-30,98105,King,635,476,159,98,43,58
2021-04-30,98106,King,278,201,77,98,43,58
2021-04-30,98107,King,514,402,112,98,43,58
2021-04-30,98108,King,246,184,62,98,43,58
2021-04-30,98109,King,734,645,89,98,43,58
2021-04-30,98110,Kitsap,844,628,216,98,43,58
2021-04-30,98112,King,777,593,184,98,43,58
2021-04-30,98115,King,1293,988,305,98,43,58
2021-04-30,98116,King,472,348,124,98,43,58
2021-04-30,98117,King,782,591,191,98,43,58
2021-04-30,98118,King,604,446,158,98,43,58
2021-04-30,98119,King,457,339,118,98,43,58
2021-04-30,98121,King,385,323,62,98,43,58
2021-04-30,98122,King,638,476,162,98,43,58
2021-04-30,98125,King,656,493,163,98,43,58
2021-04-30,98126,King,407,300,107,98,43,58
2021-04-30,98133,King,561,412,149,98,43,58
2021-04-30,98134,King,29,24,5,98,43,58
2021-04-30,98136,King,327,247,80,98,43,58
2021-04-30,98144,King,605,446,159,98,43,58
2021-04-30,98146,King,288,197,91,98,43,58
2021-04-30,98148,King,57,37,20,98,43,58
2021-04-30,98154,King,,,,98,43,58
2021-04-30,98155,King,574,445,129,98,43,58
2021-04-30,98158,King,,,,98,43,58
2021-04-30,98164,King,,,,98,43,58
2021-04-30,98166,King,288,206,82,98,43,58
2021-04-30,98168,King,198,137,61,98,43,58
2021-04-30,98174,King,,,,98,43,58
2021-04-30,98177,King,517,393,124,98,43,58
2021-04-30,98178,King,238,171,67,98,43,58
2021-04-30,98188,King,137,90,47,98,43,58
2021-04-30,98195,King,,,,98,43,58
2021-04-30,98198,King,151,99,52,98,43,58
2021-04-30,98199,King,584,459,125,98,43,58
2021-04-30,98201,Snohomish,166,107,59,98,43,58
2021-04-30,98203,Snohomish,236,160,76,98,43,58
2021-04-30,98204,Snohomish,131,86,45,98,43,58
2021-04-30,98205,Snohomish,,,,98,43,58
2021-04-30,98207,Snohomish,,,,98,43,58
2021-04-30,98208,Snohomish,424,306,118,98,43,58
2021-04-30,98220,Whatcom,4,2,2,98,43,58
2021-04-30,98221,Skagit,295,200,95,98,43,58
2021-04-30,98222,San Juan,,,,98,43,58
2021-04-30,98223,Snohomish,199,139,60,98,43,58
2021-04-30,98224,King,1,,1,98,43,58
2021-04-30,98225,Whatcom,473,349,124,98,43,58
2021-04-30,98226,Whatcom,376,258,118,98,43,58
2021-04-30,98229,Whatcom,463,321,142,98,43,58
2021-04-30,98230,Whatcom,186,125,61,98,43,58
2021-04-30,98232,Skagit,46,35,11,98,43,58
2021-04-30,98233,Skagit,62,39,23,98,43,58
2021-04-30,98235,Skagit,4,2,2,98,43,58
2021-04-30,98236,Island,111,79,32,98,43,58
2021-04-30,98237,Skagit,9,5,4,98,43,58
2021-04-30,98238,Skagit,1,,1,98,43,58
2021-04-30,98239,Island,105,69,36,98,43,58
2021-04-30,98240,Whatcom,16,14,2,98,43,58
2021-04-30,98241,Snohomish,6,5,1,98,43,58
2021-04-30,98243,San Juan,2,2,,98,43,58
2021-04-30,98244,Whatcom,17,14,3,98,43,58
2021-04-30,98245,San Juan,151,122,29,98,43,58
2021-04-30,98247,Whatcom,39,26,13,98,43,58
2021-04-30,98248,Whatcom,146,102,44,98,43,58
2021-04-30,98249,Island,99,67,32,98,43,58
2021-04-30,98250,San Juan,236,177,59,98,43,58
2021-04-30,98251,Snohomish,27,13,14,98,43,58
2021-04-30,98252,Snohomish,42,30,12,98,43,58
2021-04-30,98253,Island,41,27,14,98,43,58
2021-04-30,98255,Skagit,,,,98,43,58
2021-04-30,98256,Snohomish,,,,98,43,58
2021-04-30,98257,Skagit,41,24,17,98,43,58
2021-04-30,98258,Snohomish,398,273,125,98,43,58
2021-04-30,98260,Island,121,88,33,98,43,58
2021-04-30,98261,San Juan,75,52,23,98,43,58
2021-04-30,98262,Whatcom,21,14,7,98,43,58
2021-04-30,98263,Skagit,,,,98,43,58
2021-04-30,98264,Whatcom,87,62,25,98,43,58
2021-04-30,98266,Whatcom,15,8,7,98,43,58
2021-04-30,98267,Skagit,,,,98,43,58
2021-04-30,98270,Snohomish,277,181,96,98,43,58
2021-04-30,98271,Snohomish,145,94,51,98,43,58
2021-04-30,98272,Snohomish,263,188,75,98,43,58
2021-04-30,98273,Skagit,152,105,47,98,43,58
2021-04-30,98274,Skagit,128,90,38,98,43,58
2021-04-30,98275,Snohomish,329,245,84,98,43,58
2021-04-30,98276,Whatcom,2,2,,98,43,58
2021-04-30,98277,Island,192,99,93,98,43,58
2021-04-30,98278,Island,,,,98,43,58
2021-04-30,98279,San Juan,25,21,4,98,43,58
2021-04-30,98280,San Juan,,,,98,43,58
2021-04-30,98281,Whatcom,27,21,6,98,43,58
2021-04-30,98282,Island,225,146,79,98,43,58
2021-04-30,98283,Skagit,1,1,,98,43,58
2021-04-30,98284,Skagit,103,74,29,98,43,58
2021-04-30,98286,San Juan,9,6,3,98,43,58
2021-04-30,98288,King,3,2,1,98,43,58
2021-04-30,98290,Snohomish,407,292,115,98,43,58
2021-04-30,98292,Snohomish,178,114,64,98,43,58
2021-04-30,98294,Snohomish,40,21,19,98,43,58
2021-04-30,98295,Whatcom,8,3,5,98,43,58
2021-04-30,98296,Snohomish,413,308,105,98,43,58
2021-04-30,98297,San Juan,2,2,,98,43,58
2021-04-30,98303,Pierce,13,9,4,98,43,58
2021-04-30,98304,Pierce,6,4,2,98,43,58
2021-04-30,98305,Clallam,2,2,,98,43,58
2021-04-30,98310,Kitsap,97,64,33,98,43,58
2021-04-30,98311,Kitsap,129,83,46,98,43,58
2021-04-30,98312,Kitsap,226,150,76,98,43,58
2021-04-30,98314,Kitsap,1,1,,98,43,58
2021-04-30,98315,Kitsap,5,4,1,98,43,58
2021-04-30,98320,Jefferson,13,9,4,98,43,58
2021-04-30,98321,Pierce,83,49,34,98,43,58
2021-04-30,98323,Pierce,2,2,,98,43,58
2021-04-30,98325,Jefferson,15,11,4,98,43,58
2021-04-30,98326,Clallam,,,,98,43,58
2021-04-30,98327,Pierce,65,41,24,98,43,58
2021-04-30,98328,Pierce,51,21,30,98,43,58
2021-04-30,98329,Pierce,89,54,35,98,43,58
2021-04-30,98330,Pierce,,,,98,43,58
2021-04-30,98331,Clallam,9,4,5,98,43,58
2021-04-30,98332,Pierce,281,201,80,98,43,58
2021-04-30,98333,Pierce,93,51,42,98,43,58
2021-04-30,98335,Pierce,407,276,131,98,43,58
2021-04-30,98336,Lewis,,,,98,43,58
2021-04-30,98337,Kitsap,27,21,6,98,43,58
2021-04-30,98338,Pierce,121,66,55,98,43,58
2021-04-30,98339,Jefferson,21,15,6,98,43,58
2021-04-30,98340,Kitsap,29,15,14,98,43,58
2021-04-30,98342,Kitsap,27,25,2,98,43,58
2021-04-30,98345,Kitsap,8,7,1,98,43,58
2021-04-30,98346,Kitsap,129,97,32,98,43,58
2021-04-30,98349,Pierce,38,23,15,98,43,58
2021-04-30,98350,Clallam,,,,98,43,58
2021-04-30,98351,Pierce,9,4,5,98,43,58
2021-04-30,98353,Kitsap,,,,98,43,58
2021-04-30,98354,Pierce,32,22,10,98,43,58
2021-04-30,98355,Lewis,3,1,2,98,43,58
2021-04-30,98356,Lewis,7,6,1,98,43,58
2021-04-30,98357,Clallam,1,,1,98,43,58
2021-04-30,98358,Jefferson,30,25,5,98,43,58
2021-04-30,98359,Kitsap,42,28,14,98,43,58
2021-04-30,98360,Pierce,70,49,21,98,43,58
2021-04-30,98361,Lewis,7,2,5,98,43,58
2021-04-30,98362,Clallam,146,81,65,98,43,58
2021-04-30,98363,Clallam,53,36,17,98,43,58
2021-04-30,98364,Kitsap,,,,98,43,58
2021-04-30,98365,Jefferson,59,37,22,98,43,58
2021-04-30,98366,Kitsap,184,113,71,98,43,58
2021-04-30,98367,Kitsap,221,146,75,98,43,58
2021-04-30,98368,Jefferson,309,191,118,98,43,58
2021-04-30,98370,Kitsap,328,227,101,98,43,58
2021-04-30,98371,Pierce,151,93,58,98,43,58
2021-04-30,98372,Pierce,144,88,56,98,43,58
2021-04-30,98373,Pierce,117,70,47,98,43,58
2021-04-30,98374,Pierce,237,150,87,98,43,58
2021-04-30,98375,Pierce,111,67,44,98,43,58
2021-04-30,98376,Jefferson,18,14,4,98,43,58
2021-04-30,98377,Lewis,5,2,3,98,43,58
2021-04-30,98380,Kitsap,32,21,11,98,43,58
2021-04-30,98381,Clallam,3,2,1,98,43,58
2021-04-30,98382,Clallam,295,185,110,98,43,58
2021-04-30,98383,Kitsap,147,97,50,98,43,58
2021-04-30,98385,Pierce,2,1,1,98,43,58
